
004016	178.81	-3.46	0.59	0.06	0.02	-0.99	17.96	0.43	-11.95	164.817109375	0.0	-381.6793428242848	1059.9412069527511	45509	33.125	
004016	178.81	-3.46	0.57	0.06	0.02	-0.99	32.6	0.34	-21.37	164.7675	0.0	2125.8989866325933	782.6394087089495	808370	33.125	
004016	178.81	-3.45	0.56	0.06	0.02	-0.99	44.04	0.56	-28.77	-124.6537890625	100	-1241.2953811870468	1171.4979508752904	18334	33.125	
004016	178.81	-3.45	0.55	0.06	0.02	-0.98	53.33	0.73	-34.69	33.5063671875	22.547754570340558	1278.6534506946218	868.8046204690952	45509	33.125	
004016	178.8	-3.45	0.54	0.06	0.02	-0.99	60.76	0.87	-39.43	164.8114453125	0.0	-381.88322129927803	1059.9666048402712	45509	33.125	
004017	178.8	-3.45	0.53	0.06	0.02	-0.99	66.71	0.98	-43.22	-124.6537890625	100	-1241.2953811870468	1171.4979508752904	18334	33.1875	
004017	178.8	-3.45	0.52	0.06	0.02	-0.99	71.46	1.07	-46.25	-124.6537890625	100	-1241.2953811870468	1171.4979508752904	18334	33.1875	
004017	178.8	-3.45	0.51	0.06	0.02	-0.99	75.27	1.14	-48.67	33.5048046875	22.542330352095554	1278.6426738607445	868.805763315887	45509	33.1875	
004017	178.8	-3.45	0.5	0.06	0.02	-0.99	78.31	1.19	-50.61	33.5423046875	22.539658898840145	1278.6093130033412	868.8093011297246	45509	33.1875	
004017	178.8	-3.45	0.49	0.06	0.02	-0.99	80.75	1.24	-52.16	33.567890625	22.546777103619547	1278.643874405823	868.8056360020805	45509	33.125	
004017	178.8	-3.45	0.48	0.06	0.02	-0.99	82.69	1.28	-53.4	33.603828125	22.53868094886427	1278.4051025321546	868.8309572611477	45509	33.125	
004017	178.8	-3.45	0.47	0.06	0.02	-0.99	84.25	1.3	-54.4	164.228828125	0.0	-374.84971054502506	1059.090699352869	45509	33.125	
004018	178.79	-3.45	0.47	0.06	0.02	-0.99	85.5	1.33	-55.19	33.56359375	22.546474149091676	1278.5736632041542	868.8130816915201	45509	33.125	
004018	178.79	-3.45	0.46	0.06	0.02	-0.99	86.5	1.35	-55.83	7.7880078125	0.6497175765686992	-1560.040799879855	1215.201690468424	45879	33.1875	
004018	178.79	-3.45	0.45	0.06	0.02	-0.98	87.3	1.36	-56.34	
004032	178.81	-4.37	-2.51	0.08	0.02	-0.99	18.95	-0.57	-10.85	31.3235546875	27.56547019556544	1277.4160013408564	868.935855743649	45509	32.5625	
004032	178.81	-4.37	-2.51	0.08	0.02	-0.99	33.97	-0.88	-19.53	31.2883984375	28.090359263099156	1276.9994630898843	868.9800345050221	45509	32.5625	
004032	178.81	-4.37	-2.51	0.07	0.02	-0.99	45.99	-1.13	-26.47	162.564375	0.0	-391.17301031351406	1061.124390720201	45509	32.375	
004032	178.81	-4.37	-2.5	0.08	0.02	-0.99	55.6	-1.33	-32.03	164.7675	0.0	2125.8989866325933	782.6394087089495	343927	32.375	
004032	178.81	-4.37	-2.5	0.07	0.02	-0.99	63.29	-1.49	-36.47	
004206	178.73	-3.45	-2.3	0.06	0.02	-0.99	17.96	-0.43	-11.95	33.0346875	23.249031720847633	1278.6450058005648	868.805516021451	186852	33.0625	
004207	178.73	-3.45	-2.3	0.06	0.02	-0.99	32.75	-0.77	-21.23	33.0673046875	23.267399116754536	1278.516641672027	868.8191286936919	45509	33.0625	
004207	178.73	-3.45	-2.3	0.06	0.02	-0.99	44.58	-1.04	-28.66	33.0962109375	23.274826045824575	1278.6343598402545	868.806644990479	45509	33.0625	
004207	178.73	-3.45	-2.3	0.06	0.02	-0.99	54.05	-1.26	-34.6	33.1137890625	23.26541932906678	1278.5201619751322	868.8187553726675	45509	33.0625	
004207	178.73	-3.45	-2.3	0.06	0.02	-0.99	61.62	-1.43	-39.36	33.12453125	23.250180822474647	1278.7602507261552	868.7932947526898	45509	33.0625	
004207	178.73	-3.44	-2.3	0.06	0.02	-0.99	67.68	-1.57	-43.16	33.135078125	23.26695773204795	1278.6139103447154	868.808813595461	45509	33.0625	
004207	178.73	-3.44	-2.29	0.06	0.02	-0.99	72.52	-1.68	-46.2	33.142109375	23.26746589323324	1278.6460683949656	868.8054033368799	45509	33.0625	
004207	178.73	-3.44	-2.29	0.06	0.02	-0.99	76.4	-1.77	-48.64	33.1446484375	23.251633805101847	1278.805418163054	868.788504962536	45509	33.0	
004207	178.73	-3.44	-2.29	0.06	0.02	-0.99	79.5	-1.84	-50.58	33.1489453125	23.246606016870032	1278.5512197383466	868.8154617653189	45509	33.0	
004208	178.73	-3.44	-2.29	0.06	0.02	-0.99	81.99	-1.9	-52.14	33.1477734375	23.235845721148827	1278.6971987076442	868.7999811527442	45509	33.0	
004208	178.73	-3.44	-2.29	0.06	0.02	-0.99	83.97	-1.95	-53.39	33.1583203125	23.247283115823336	1278.4860021386355	868.8223779597262	45509	33.0	
004208	178.73	-3.44	-2.29	0.06	0.02	-0.99	85.56	-1.98	-54.38	33.157734375	23.241902713879124	1278.7535741316365	868.7940027753455	45509	33.0	
004208	178.73	-3.44	-2.29	0.06	0.02	-0.99	86.83	-2.01	-55.18	33.1571484375	23.236522542433946	1278.6968427410616	868.8000189016138	45509	33.0	
004208	178.73	-3.44	-2.28	0.06	0.02	-0.99	87.85	-2.04	-55.82	33.1596875	23.220693449029902	1278.531892646052	868.8175113596785	45509	33.0	
004208	178.73	-3.44	-2.28	0.06	0.02	-0.99	88.66	-2.06	-56.33	33.1628125	23.22625624008905	1278.9425653266997	868.7739612943328	45509	33.0	
004208	178.73	-3.43	-2.28	0.06	0.02	-0.98	89.31	-2.07	-56.74	33.1673046875	23.215905938351806	1278.8153750158046	868.7874490889101	45509	33.0	
004208	178.72	-3.43	-2.28	0.06	0.03	-0.99	89.83	-2.08	-57.06	33.1633984375	23.210287239116607	1278.6749867365345	868.8023366483193	45509	33.0	
004209	178.72	-3.43	-2.29	0.06	0.02	-0.99	90.1	-2.38	-57.33	33.1665234375	23.20517593127564	1278.6964900228356	868.8000563060097	45509	33.0	
004209	178.72	-3.44	-2.29	0.06	0.02	-0.99	90.32	-2.61	-57.53	33.1690625	23.205359042494415	1278.5963997623885	868.810670541381	45509	33.0625	
004209	178.72	-3.44	-2.3	0.06	0.02	-0.99	90.5	-2.8	-57.7	33.1735546875	23.19501002619873	1278.5340724615432	868.8172801949877	45509	33.0625	
004209	178.72	-3.44	-2.31	0.06	0.02	-0.99	90.64	-2.95	-57.84	33.1696484375	23.189392299874292	1278.6531318096452	868.8046542857512	45509	33.0	
004209	178.72	-3.44	-2.32	0.06	0.02	-0.99	90.75	-3.07	-57.94	33.1727734375	23.173610324480283	1278.6097737246037	868.8092522716064	45509	33.0	
004209	178.72	-3.44	-2.34	0.06	0.02	-0.99	90.84	-3.17	-58.03	33.174140625	23.173708809460344	1278.5908046026946	868.8112638923407	45509	33.0625	
004209	178.72	-3.44	-2.35	0.06	0.02	-0.99	90.91	-3.24	-58.1	33.1778515625	23.173976131943682	1278.6041793282577	868.8098455408309	45509	33.0625	
004209	178.72	-3.44	-2.36	0.06	0.02	-0.98	90.97	-3.3	-58.15	33.17921875	23.163404025726436	1278.9095274976412	868.7774647481356	45509	33.0625	
004210	178.72	-3.44	-2.37	0.06	0.02	-0.99	91.02	-3.35	-58.2	33.1753125	23.168457877975236	1278.7042701447642	868.7992312546526	45509	33.0	
004210	178.72	-3.44	-2.39	0.06	0.02	-0.99	91.05	-3.39	-58.23	33.180390625	23.158153417693406	1278.4392270770477	868.8273383877569	45509	33.0	
004210	178.72	-3.44	-2.4	0.06	0.02	-0.99	91.08	-3.42	-58.26	33.1798046875	23.163446218959592	1278.8365337229034	868.7852053190178	45509	33.0	
004210	178.72	-3.44	-2.4	0.06	0.02	-0.99	91.25	-2.88	-58.28	33.1841015625	23.14775113801417	1279.0363768487562	868.7640132353097	45509	33.0	
004210	178.72	-3.44	-2.4	0.06	0.02	-0.99	91.38	-2.45	-58.3	33.18234375	23.14229024738165	1278.8013057751962	868.7889410606693	45509	33.0625	
004210	178.71	-3.43	-2.4	0.06	0.02	-0.99	91.49	-2.1	-58.18	33.1872265625	23.142641592393723	1278.733559959701	868.7961251905697	45509	33.0625	
004210	178.71	-3.43	-2.39	0.06	0.02	-0.99	91.57	-1.82	-58.08	33.1872265625	23.131973325834036	1278.5389693330233	868.8167608926008	45509	33.0	
004210	178.71	-3.41	-2.38	0.06	0.02	-0.99	91.78	-2.03	-58.14	33.190546875	23.11087798884295	1278.7523573699032	868.7941318074751	45509	33.0	
004211	178.71	-3.39	-2.39	0.06	0.02	-0.99	91.95	-1.9	-57.91	33.1891796875	23.116112927535333	1278.7064617211176	868.7989988467071	45509	33.0625	
004211	178.71	-3.39	-2.38	0.06	0.02	-0.99	92.09	-1.81	-57.73	33.190546875	23.105544981105396	1278.6874929838968	868.8010104074237	45509	33.0625	
004211	178.71	-3.39	-2.37	0.06	0.02	-0.99	92.05	-1.59	-57.58	33.193671875	23.10043670140143	1278.5144083076514	868.8193655375346	45509	33.0625	
