timestamp	roll	pitch	yaw	acceleration x	acceleration y	acceleration z	compass x	compass y	compass z	temperature	humidity	altitude
1551549832383.594	178.94	-0.66	9.41	0.01	0.02	-1.03	13.54	2.41	-10.3	
1551549832395.642	178.94	-0.67	9.41	0.01	0.02	-1.03	24.37	4.35	-18.54	
1551549832407.69	178.94	-0.67	9.42	0.01	0.02	-1.03	33.32	6.03	-25.0	
1551549832419.738	178.95	-0.67	9.42	0.01	0.02	-1.03	40.48	7.38	-30.16	
1551549832431.786	178.95	-0.67	9.42	0.01	0.02	-1.03	46.2	8.18	-34.43	
1551549832443.834	178.95	-0.67	9.42	0.01	0.02	-1.03	50.78	8.82	-37.84	
1551549832455.882	178.95	-0.67	9.42	0.01	0.02	-1.03	54.45	9.75	-40.58	
1551549832467.93	178.95	-0.67	9.43	0.01	0.02	-1.03	57.38	10.5	-42.76	
1551549832479.978	178.95	-0.67	9.43	0.01	0.02	-1.03	59.59	10.81	-44.51	
1551549832492.026	178.95	-0.67	9.44	0.01	0.02	-1.03	61.35	11.07	-45.91	
1551549832504.074	178.95	-0.68	9.43	0.01	0.02	-1.03	62.76	10.98	-47.3	
1551549832516.122	178.95	-0.68	9.42	0.01	0.02	-1.03	63.89	10.92	-48.42	
1551549832528.17	178.95	-0.68	9.41	0.01	0.02	-1.03	64.65	10.58	-48.9	
1551549832540.218	178.95	-0.68	9.39	0.01	0.02	-1.03	65.26	10.31	-49.28	
1551549832552.266	178.95	-0.68	9.37	0.01	0.02	-1.03	65.88	10.52	-49.73	
1551549832564.314	178.95	-0.68	9.35	0.01	0.02	-1.03	66.39	10.69	-50.08	
1551549832576.362	178.95	-0.68	9.34	0.01	0.02	-1.03	66.65	11.39	-50.23	
1551549832588.41	178.94	-0.67	9.34	0.01	0.02	-1.03	66.86	11.95	-50.35	
1551549832600.458	178.94	-0.68	9.34	0.01	0.02	-1.03	67.16	11.84	-50.58	
1551549832612.506	178.94	-0.68	9.34	0.01	0.02	-1.03	67.41	11.74	-50.76	
1551549832624.554	178.94	-0.68	9.34	0.01	0.02	-1.03	67.75	11.95	-50.91	
1551549832636.602	178.95	-0.68	9.34	0.01	0.02	-1.03	68.02	12.12	-51.03	
1551549832648.65	178.94	-0.68	9.34	0.01	0.02	-1.03	67.96	12.25	-51.12	
1551549832660.698	178.94	-0.68	9.35	0.01	0.02	-1.03	67.9	12.36	-51.2	
1551549832672.746	178.95	-0.68	9.35	0.01	0.02	-1.03	68.0	12.3	-51.4	
1551549832684.794	178.95	-0.68	9.36	0.01	0.02	-1.03	68.08	12.25	-51.56	
1551549832696.842	178.95	-0.68	9.36	0.01	0.02	-1.03	68.29	12.36	-51.41	
1551549832708.89	178.95	-0.68	9.37	0.01	0.02	-1.02	68.45	12.44	-51.29	
1551549832720.938	178.95	-0.68	9.37	0.01	0.02	-1.03	68.44	12.37	-51.47	
1551549832732.986	178.95	-0.69	9.38	0.01	0.02	-1.03	68.43	12.31	-51.61	
1551549832745.034	178.95	-0.69	9.38	0.01	0.02	-1.03	68.57	11.98	-51.32	
1551549832757.082	178.96	-0.69	9.37	0.01	0.02	-1.03	68.68	11.71	-51.08	
1551549832769.13	178.96	-0.69	9.37	0.01	0.02	-1.03	68.48	11.79	-51.3	
1551549832781.178	178.96	-0.69	9.37	0.01	0.02	-1.03	68.32	11.84	-51.48	
1551549832793.226	178.96	-0.69	9.36	0.01	0.02	-1.03	68.19	11.75	-51.76	
1551549832805.274	178.96	-0.69	9.35	0.01	0.02	-1.02	68.09	11.67	-51.98	
1551549832817.322	178.96	-0.69	9.35	0.01	0.02	-1.03	68.44	11.89	-51.89	
1551549832829.37	178.96	-0.7	9.35	0.01	0.02	-1.03	68.72	12.07	-51.81	
1551549832841.418	178.96	-0.7	9.35	0.01	0.02	-1.03	69.08	12.36	-51.89	
1551549832853.466	178.96	-0.7	9.36	0.01	0.02	-1.03	69.37	12.58	-51.95	
1551549832865.514	178.96	-0.7	9.36	0.01	0.02	-1.03	69.32	12.34	-51.86	
1551549832877.562	178.96	-0.7	9.36	0.01	0.02	-1.03	69.28	12.14	-51.79	
1551549832889.61	178.96	-0.7	9.36	0.01	0.02	-1.03	69.53	11.99	-51.87	
1551549832901.658	178.96	-0.7	9.35	0.01	0.02	-1.03	69.73	11.86	-51.93	
1551549832913.706	178.96	-0.7	9.34	0.01	0.02	-1.03	69.47	12.05	-51.85	
1551549832925.754	178.96	-0.7	9.34	0.01	0.02	-1.03	69.25	12.19	-51.78	
1551549832937.802	178.96	-0.7	9.34	0.01	0.02	-1.03	69.22	12.31	-51.59	
1551549832949.85	178.96	-0.7	9.35	0.01	0.02	-1.03	69.2	12.41	-51.43	
1551549832961.898	178.96	-0.7	9.35	0.01	0.02	-1.03	69.04	12.48	-51.72	
1551549832973.946	178.96	-0.7	9.36	0.01	0.02	-1.03	68.91	12.54	-51.95	
1551549832985.994	178.96	-0.7	9.36	0.01	0.02	-1.03	69.24	12.31	-52.14	
1551549832998.042	178.96	-0.7	9.35	0.01	0.02	-1.03	69.5	12.12	-52.29	
1551549833010.09	178.96	-0.7	9.35	0.01	0.02	-1.03	69.28	12.11	-52.13	
1551549833022.138	178.96	-0.7	9.35	0.01	0.02	-1.03	69.1	12.1	-52.0	
1551549833034.186	178.96	-0.7	9.35	0.01	0.02	-1.03	68.82	12.1	-51.9	
1551549833046.234	178.96	-0.7	9.35	0.01	0.02	-1.03	68.59	12.09	-51.82	
1551549833058.282	178.96	-0.7	9.35	0.01	0.02	-1.03	68.55	11.95	-51.62	
1551549833070.33	178.96	-0.71	9.35	0.02	0.02	-1.03	68.52	11.83	-51.46	
1551549833082.378	178.97	-0.7	9.34	0.01	0.02	-1.03	68.36	11.88	-51.74	
1551549833094.426	178.97	-0.7	9.34	0.01	0.02	-1.03	68.22	11.92	-51.97	
1551549833106.474	178.97	-0.7	9.34	0.01	0.02	-1.03	68.69	12.09	-51.74	
1551549833118.522	178.97	-0.7	9.34	0.01	0.02	-1.03	69.06	12.23	-51.56	
1551549833130.57	178.96	-0.7	9.34	0.01	0.02	-1.02	69.07	12.34	-51.55	
1551549833142.618	178.96	-0.71	9.35	0.01	0.02	-1.03	69.08	12.43	-51.54	
1551549833154.666	178.96	-0.7	9.35	0.01	0.02	-1.03	68.94	12.21	-51.53	
1551549833166.714	178.96	-0.71	9.35	0.02	0.02	-1.03	68.83	12.04	-51.53	
1551549833178.762	178.96	-0.71	9.35	0.02	0.02	-1.03	68.75	12.19	-51.52	
1551549833190.81	178.96	-0.71	9.35	0.01	0.02	-1.03	68.68	12.31	-51.52	
1551549833202.858	178.96	-0.71	9.35	0.01	0.02	-1.03	68.62	12.4	-51.24	
1551549833214.906	178.96	-0.71	9.36	0.01	0.02	-1.03	68.58	12.48	-51.02	
1551549833226.954	178.96	-0.71	9.36	0.01	0.02	-1.03	68.68	12.26	-50.98	
1551549833239.002	178.96	-0.71	9.36	0.01	0.02	-1.03	68.77	12.08	-50.95	
1551549833251.05	178.96	-0.71	9.36	0.01	0.02	-1.03	68.98	12.22	-51.19	
1551549833263.098	178.96	-0.71	9.36	0.01	0.02	-1.03	69.15	12.33	-51.39	
1551549833275.146	178.96	-0.71	9.37	0.01	0.02	-1.03	69.14	12.42	-51.55	
1551549833287.194	178.96	-0.71	9.37	0.01	0.02	-1.03	69.14	12.49	-51.68	
1551549833299.242	178.97	-0.71	9.38	0.01	0.02	-1.03	69.13	12.55	-51.65	
1551549833311.29	178.97	-0.71	9.38	0.01	0.02	-1.03	69.13	12.6	-51.62	
1551549833323.338	178.97	-0.72	9.39	0.01	0.02	-1.02	69.12	12.63	-51.73	
1551549833335.386	178.97	-0.72	9.4	0.02	0.02	-1.02	69.12	12.66	-51.82	
1551549833347.434	178.97	-0.72	9.4	0.01	0.02	-1.03	69.12	12.55	-52.03	
1551549833359.482	178.97	-0.72	9.41	0.01	0.02	-1.03	69.12	12.45	-52.2	
1551549833371.53	178.97	-0.72	9.41	0.01	0.02	-1.03	69.26	12.38	-52.06	
1551549833383.578	178.97	-0.72	9.41	0.01	0.02	-1.02	69.37	12.32	-51.95	
1551549833395.626	178.97	-0.72	9.41	0.01	0.02	-1.03	69.04	12.55	-52.0	
1551549833407.674	178.97	-0.72	9.42	0.01	0.02	-1.03	68.77	12.74	-52.04	
1551549833419.722	178.97	-0.72	9.42	0.01	0.02	-1.03	68.69	12.32	-51.93	
1551549833431.77	178.97	-0.72	9.42	0.01	0.02	-1.03	68.63	11.99	-51.85	
1551549833443.818	178.97	-0.72	9.42	0.01	0.02	-1.03	68.3	12.15	-51.78	
1551549833455.866	178.97	-0.72	9.42	0.01	0.02	-1.03	68.04	12.27	-51.72	
1551549833467.914	178.96	-0.72	9.42	0.02	0.02	-1.03	68.25	12.23	-51.54	
1551549833479.962	178.96	-0.72	9.42	0.01	0.02	-1.03	68.42	12.2	-51.4	
1551549833492.01	178.96	-0.73	9.42	0.01	0.02	-1.03	68.56	12.32	-51.42	
