roll	pitch	yaw	acceleration x	 acceleration y	 acceleration z
-3.14111948013	0.0364163480699	0.416075527668	-0.03759765625	-0.00048828125	-1.03198242188
-3.14111661911	0.0364154838026	0.41609826684	-0.037109375	-0.0009765625	-1.03076171875
-3.14113044739	0.0364325679839	0.414995908737	-0.0380859375	0.000244140625	-1.03198242188
-3.14114832878	0.0365053489804	0.41336619854	-0.040283203125	0.000244140625	-1.0302734375
-3.14119148254	0.0365280918777	0.412126153708	-0.0380859375	0.00146484375	-1.0302734375
-3.14118623734	0.036549244076	0.41127255559	-0.0380859375	-0.0009765625	-1.02954101562
-3.14122891426	0.0365429595113	0.41033783555	-0.0361328125	0.00146484375	-1.03271484375
-3.14124894142	0.0364963561296	0.409502744675	-0.03466796875	0.0	-1.03051757812
-3.14129281044	0.03647306934	0.408614337444	-0.0361328125	0.0009765625	-1.03051757812
-3.1413629055	0.0364921838045	0.407639294863	-0.037841796875	0.00244140625	-1.02758789062
-3.14133071899	0.0365119762719	0.40665653348	-0.0380859375	-0.00146484375	-1.02978515625
-3.14134263992	0.0364829525352	0.405483990908	-0.035888671875	-0.000244140625	-1.02978515625
-3.14137744904	0.0364983156323	0.404232531786	-0.037841796875	0.001953125	-1.03173828125
-3.14139461517	0.0365467183292	0.403100341558	-0.03955078125	0.00048828125	-1.02978515625
-3.14141058922	0.0365903526545	0.401892215014	-0.0390625	0.000732421875	-1.0302734375
-3.14142346382	0.0366177298129	0.400685310364	-0.038330078125	0.000244140625	-1.03100585938
-3.14146471024	0.0366630479693	0.399484723806	-0.039306640625	0.00146484375	-1.03198242188
-3.14149928093	0.036696575582	0.398355573416	-0.03857421875	0.00146484375	-1.02685546875
-3.1415002346	0.0367491990328	0.397312968969	-0.04052734375	0.00048828125	-1.03344726562
-3.14149022102	0.0367402769625	0.396415323019	-0.03759765625	-0.00048828125	-1.02954101562
-3.1415169239	0.0367567129433	0.395756721497	-0.038818359375	0.00048828125	-1.02807617188
-3.1415450573	0.0368016473949	0.395274281502	-0.039306640625	0.001220703125	-1.02709960938
-3.14157152176	0.0368201844394	0.394694775343	-0.038818359375	0.00048828125	-1.03149414062
3.14156675339	0.0368314944208	0.393983840942	-0.0380859375	0.001953125	-1.03051757812
3.14155769348	0.0368435680866	0.39334282279	-0.037841796875	0.0009765625	-1.0302734375
3.14157056808	0.0368442870677	0.392786741257	-0.037841796875	-0.00048828125	-1.02758789062
3.14158558846	0.0368517264724	0.39236843586	-0.03857421875	-0.000244140625	-1.02954101562
3.1415412426	0.0368512682617	0.391916960478	-0.037841796875	0.00244140625	-1.03002929688
3.14154338837	0.0368637144566	0.391589075327	-0.038330078125	-0.000244140625	-1.03295898438
3.14154648781	0.0368536822498	0.391241043806	-0.037109375	0.0009765625	-1.03100585938
3.14156937599	0.0368223898113	0.390829622746	-0.036865234375	-0.0009765625	-1.02783203125
3.14157700539	0.0367742143571	0.390317887068	-0.035400390625	-0.001220703125	-1.03002929688
3.14156508446	0.0367970243096	0.389626443386	-0.038330078125	0.00048828125	-1.029296875
3.14158773422	0.0368083044887	0.389007210732	-0.037841796875	-0.001953125	-1.03002929688
-3.14157819748	0.0368064828217	0.388479501009	-0.037841796875	-0.00146484375	-1.03076171875
3.14156007767	0.0367909297347	0.387933760881	-0.037109375	0.0009765625	-1.03100585938
3.14154291153	0.0367923676968	0.387212216854	-0.03759765625	0.00048828125	-1.029296875
-3.14158391953	0.0368225425482	0.386447280645	-0.03857421875	-0.00244140625	-1.03100585938
-3.1415681839	0.0368111170828	0.385823100805	-0.037109375	-0.0009765625	-1.03173828125
-3.14156937599	0.036800224334	0.385342210531	-0.037109375	-0.000732421875	-1.03125
-3.14158630371	0.0367906428874	0.384812355042	-0.037841796875	0.000732421875	-1.03271484375
-3.14155888557	0.0367778241634	0.384421139956	-0.03759765625	-0.001220703125	-1.03051757812
-3.14154243469	0.0367581769824	0.383900761604	-0.036865234375	-0.0009765625	-1.029296875
-3.14153528214	0.0367959663272	0.383187413216	-0.03955078125	-0.00048828125	-1.03100585938
-3.14157247543	0.0368430130184	0.382764339447	-0.040283203125	0.00146484375	-1.02880859375
3.14158272743	0.0368705540895	0.382731080055	-0.0390625	0.00048828125	-1.0302734375
3.14157104492	0.0368885099888	0.382798373699	-0.038330078125	0.000244140625	-1.03076171875
3.14153432846	0.0369154065847	0.382833778858	-0.0390625	0.001220703125	-1.02807617188
3.14148569107	0.0369079224765	0.382905840874	-0.037109375	0.002197265625	-1.03149414062
3.14153170586	0.0368924215436	0.383224636316	-0.03759765625	-0.001953125	-1.03051757812
3.14153623581	0.0369109921157	0.383585363626	-0.0390625	-0.00048828125	-1.03149414062
3.14156579971	0.036847665906	0.38415813446	-0.035400390625	-0.00146484375	-1.02954101562
3.14154171944	0.036851502955	0.384336978197	-0.03857421875	0.0009765625	-1.03173828125
3.14154219627	0.0368200391531	0.384414613247	-0.036376953125	0.0	-1.03076171875
3.14152145386	0.03685400635	0.384199678898	-0.040283203125	0.00146484375	-1.02880859375
3.14152359962	0.0368456877768	0.383958280087	-0.037841796875	0.000244140625	-1.02954101562
3.14154481888	0.03684373945	0.383835792542	-0.037841796875	-0.000732421875	-1.02954101562
3.14152431488	0.036820165813	0.383715182543	-0.0361328125	0.000732421875	-1.03100585938
3.14149355888	0.0368196889758	0.383333802223	-0.037841796875	0.001953125	-1.0283203125
3.14149713516	0.0368504226208	0.38286370039	-0.0400390625	0.000244140625	-1.02685546875
3.14148211479	0.0368253104389	0.382407367229	-0.036865234375	0.00048828125	-1.02685546875
3.14151287079	0.0367952622473	0.382022321224	-0.03662109375	-0.001220703125	-1.02758789062
3.14151525497	0.0368062630296	0.381417572498	-0.037841796875	0.000244140625	-1.03051757812
3.14151787758	0.0367717891932	0.380723416805	-0.035400390625	0.00048828125	-1.02709960938
3.14152169228	0.0367656946182	0.380419492722	-0.03759765625	-0.00048828125	-1.0302734375
