roll	pitch	yaw
-3.14040899277	0.0340776853263	0.392917275429
-3.1404209137	0.0340848341584	0.392860382795
-3.14048814774	0.0341163873672	0.392516762018
-3.14053606987	0.0341676287353	0.392153471708
-3.14058446884	0.0342566072941	0.39139559865
-3.14057731628	0.0342920012772	0.390582561493
-3.14060950279	0.0343169718981	0.39004778862
-3.14063334465	0.0343611054122	0.389727085829
-3.1406545639	0.0344421900809	0.389107882977
-3.14066386223	0.0345002003014	0.388440042734
-3.14069533348	0.0345612578094	0.387859582901
-3.1407186985	0.0346142798662	0.387423664331
-3.14078474045	0.0346540734172	0.387189984322
-3.14078402519	0.0347111038864	0.387269437313
-3.14082884789	0.0347389280796	0.387171775103
-3.14090633392	0.0348218567669	0.386913627386
-3.14091944695	0.0348232425749	0.386585503817
-3.14091396332	0.0348351672292	0.386074900627
-3.1409277916	0.0348507538438	0.385458081961
-3.14094662666	0.0348603278399	0.384752422571
-3.14095544815	0.0348738394678	0.383935958147
-3.14101791382	0.0349246971309	0.382864207029
-3.14101648331	0.0349734984338	0.382165968418
-3.14101362228	0.0350090749562	0.381652384996
-3.14103531837	0.0350205637515	0.380965203047
-3.14106702805	0.0350696966052	0.380089044571
-3.14105606079	0.035145483911	0.379495918751
-3.14107513428	0.0351942740381	0.378874123096
-3.14108181	0.0352207235992	0.37842336297
-3.14111971855	0.035205103457	0.378046900034
-3.14115786552	0.0352352596819	0.377973496914
-3.14117670059	0.0352494493127	0.378167688847
-3.14115738869	0.0352562107146	0.37832030654
-3.14118671417	0.0352696329355	0.378262549639
-3.1411485672	0.0353153534234	0.378142207861
-3.14117836952	0.0353786721826	0.37772795558
-3.14118981361	0.0354295298457	0.377657175064
-3.14117622375	0.0354611314833	0.377868264914
-3.14116764069	0.0354936160147	0.377995073795
-3.14118862152	0.035504411906	0.37798294425
-3.14118456841	0.0355229862034	0.377916902304
-3.14119029045	0.0355340801179	0.377717733383
-3.14120411873	0.0355505309999	0.3776897192
-3.14118742943	0.0355577804148	0.377871066332
-3.14119410515	0.0355601236224	0.377928823233
-3.14121198654	0.0355437546968	0.377837628126
-3.14122676849	0.0355415679514	0.377944201231
-3.14124250412	0.0355617366731	0.378194332123
-3.14127016068	0.0355776064098	0.378290623426
-3.14130163193	0.0355935543776	0.378328621387
-3.14132595062	0.0355700999498	0.378410220146
-3.14134216309	0.0355831570923	0.378512740135
-3.14134883881	0.0356268323958	0.378644496202
-3.14135074615	0.0357157029212	0.378734886646
-3.14139676094	0.0357449948788	0.378802150488
-3.14140629768	0.0357277244329	0.378956109285
-3.14139866829	0.0357580892742	0.379000335932
-3.14142894745	0.0357744731009	0.378846883774
-3.14141893387	0.0357811450958	0.378641605377
-3.14142990112	0.0358016453683	0.378255486488
-3.14141178131	0.0357960984111	0.378029763699
-3.14142155647	0.0358048155904	0.377768516541
-3.14139771461	0.0358269922435	0.377518832684
-3.14139962196	0.0358485430479	0.377106964588
-3.14140415192	0.0358784198761	0.376562356949
-3.14144158363	0.0358845703304	0.375903427601
-3.14144253731	0.0358877554536	0.375448733568
-3.14143919945	0.0359585545957	0.375004440546
-3.14148378372	0.0359827540815	0.374527722597
-3.1415040493	0.0360212400556	0.374134242535
-3.14150619507	0.0360178276896	0.373819947243
-3.14149856567	0.0360280498862	0.373526573181
-3.14150428772	0.0360486395657	0.373385369778
-3.14151525497	0.0360694751143	0.373444974422
-3.14154171944	0.036107763648	0.373468011618
-3.14153265953	0.0361027531326	0.373565614223
-3.14154577255	0.036077875644	0.373397260904
-3.14154624939	0.0360944904387	0.373002529144
-3.14152216911	0.036096137017	0.372863084078
-3.14153814316	0.0360922887921	0.372827351093
-3.14150333405	0.0360889583826	0.372950077057
-3.14146637917	0.0360933430493	0.373163461685
-3.14149069786	0.0361506268382	0.373368531466
-3.14150214195	0.0361151881516	0.373735070229
-3.14151573181	0.0361305251718	0.373867690563
-3.14156103134	0.0361242257059	0.373781263828
-3.14158535004	0.036129757762	0.373381793499
-3.14157509804	0.0361125096679	0.372826725245
3.14155673981	0.0361532196403	0.372075587511
3.1415529251
